acquisition_id,customer_id,campaign_id,channel,acquisition_date,cpa
ACQ-1001,CUST-1190,CMP-2025-01,Email Newsletter,2025-03-26,38.29
ACQ-1002,CUST-0747,CMP-2025-01,Social Organic,2025-10-05,37.62
ACQ-1003,CUST-0268,CMP-2025-05,SMS,2025-11-29,24.5
ACQ-1004,CUST-0267,CMP-2025-05,Google Remarketing,2025-11-20,38.46
ACQ-1005,CUST-0118,CMP-2025-04,Google Shopping,2025-11-06,41.55
ACQ-1006,CUST-1098,CMP-2025-01,Email Newsletter,2025-12-18,36.23
ACQ-1007,CUST-0563,CMP-2025-01,Meta Ads,2025-02-03,37.55
ACQ-1008,CUST-0995,CMP-2025-05,Meta Retargeting,2025-12-20,26.39
ACQ-1009,CUST-0672,CMP-2025-03,Pinterest,2025-06-17,39.21
ACQ-1010,CUST-0448,CMP-2025-02,Instagram Reels,2025-03-13,24.46
ACQ-1011,CUST-0388,CMP-2025-04,YouTube Video Ads,2025-11-05,24.25
ACQ-1012,CUST-0504,CMP-2025-04,Meta Ads,2025-10-23,41.49
ACQ-1013,CUST-0724,CMP-2025-01,Google Search,2025-01-21,23.4
ACQ-1014,CUST-0441,CMP-2025-03,Email Marketing,2025-05-15,21.51
ACQ-1015,CUST-0957,CMP-2025-05,SMS,2025-12-23,20.36
ACQ-1016,CUST-0710,CMP-2025-01,Direct Traffic,2025-11-04,27.15
ACQ-1017,CUST-0850,CMP-2025-01,LinkedIn,2025-02-14,26.87
ACQ-1018,CUST-1146,CMP-2025-02,Influencer,2025-03-06,32.11
ACQ-1019,CUST-1061,CMP-2025-01,Organic Search,2025-10-07,41.52
ACQ-1020,CUST-1131,CMP-2025-01,Google Search,2025-01-15,38.27
ACQ-1021,CUST-0129,CMP-2025-05,Google Remarketing,2025-12-03,25.16
ACQ-1022,CUST-0021,CMP-2025-01,Organic Search,2025-11-17,38.4
ACQ-1023,CUST-0546,CMP-2025-04,Meta Ads,2025-10-09,23.82
ACQ-1024,CUST-0110,CMP-2025-01,Organic Search,2025-12-12,23.29
ACQ-1025,CUST-0982,CMP-2025-01,Direct Traffic,2025-07-07,19.44
ACQ-1026,CUST-0729,CMP-2025-01,Meta Ads,2025-02-05,24.39
ACQ-1027,CUST-0873,CMP-2025-03,Instagram,2025-06-13,41.33
ACQ-1028,CUST-0066,CMP-2025-02,Instagram Reels,2025-03-26,28.19
ACQ-1029,CUST-1000,CMP-2025-04,Google Shopping,2025-10-19,19.16
ACQ-1030,CUST-0790,CMP-2025-03,Instagram,2025-06-06,41.51
ACQ-1031,CUST-0961,CMP-2025-03,Pinterest,2025-06-11,40.63
ACQ-1032,CUST-0953,CMP-2025-01,Organic Search,2025-09-11,20.49
ACQ-1033,CUST-0579,CMP-2025-01,Direct Traffic,2025-12-10,26.77
ACQ-1034,CUST-0578,CMP-2025-05,SMS,2025-12-05,40.32
ACQ-1035,CUST-0436,CMP-2025-02,Influencer,2025-04-05,23.59
ACQ-1036,CUST-0124,CMP-2025-01,Social Organic,2025-02-04,21.93
ACQ-1037,CUST-1169,CMP-2025-01,LinkedIn,2025-01-13,41.89
ACQ-1038,CUST-0803,CMP-2025-01,Google Search,2025-01-18,41.54
ACQ-1039,CUST-0211,CMP-2025-02,Influencer,2025-04-06,24.85
ACQ-1040,CUST-0941,CMP-2025-04,Google Shopping,2025-11-03,39.29
ACQ-1041,CUST-0936,CMP-2025-01,Social Organic,2025-04-29,32.1
ACQ-1042,CUST-0702,CMP-2025-02,Instagram Reels,2025-03-28,36.27
ACQ-1043,CUST-1057,CMP-2025-01,LinkedIn,2025-02-12,33.87
ACQ-1044,CUST-0092,CMP-2025-05,Meta Retargeting,2025-11-29,35.1
ACQ-1045,CUST-0214,CMP-2025-03,Instagram,2025-05-19,37.41
ACQ-1046,CUST-1027,CMP-2025-05,SMS,2025-11-25,37.07
ACQ-1047,CUST-0489,CMP-2025-02,Instagram Reels,2025-03-03,37.94
ACQ-1048,CUST-0167,CMP-2025-03,Email Marketing,2025-05-31,23.86
ACQ-1049,CUST-0568,CMP-2025-05,Meta Retargeting,2025-12-09,41.7
ACQ-1050,CUST-0497,CMP-2025-04,Google Shopping,2025-10-04,34.0
ACQ-1051,CUST-0753,CMP-2025-04,Meta Ads,2025-10-04,24.87
ACQ-1052,CUST-0065,CMP-2025-02,Instagram Reels,2025-03-09,31.55
ACQ-1053,CUST-0792,CMP-2025-05,Google Remarketing,2025-11-28,31.34
ACQ-1054,CUST-0474,CMP-2025-01,Social Organic,2025-12-21,24.29
ACQ-1055,CUST-1023,CMP-2025-03,Pinterest,2025-06-20,24.67
ACQ-1056,CUST-0976,CMP-2025-01,Meta Ads,2025-02-01,31.67
ACQ-1057,CUST-1189,CMP-2025-01,Google Search,2025-01-31,37.56
ACQ-1058,CUST-0569,CMP-2025-01,Email Newsletter,2025-02-10,41.81
ACQ-1059,CUST-0030,CMP-2025-01,Meta Ads,2025-01-23,34.05
ACQ-1060,CUST-0759,CMP-2025-04,YouTube Video Ads,2025-11-01,40.73
ACQ-1061,CUST-0145,CMP-2025-01,LinkedIn,2025-01-28,31.13
ACQ-1062,CUST-0074,CMP-2025-03,Instagram,2025-06-11,33.36
ACQ-1063,CUST-0620,CMP-2025-01,Organic Search,2025-04-14,39.82
ACQ-1064,CUST-0217,CMP-2025-02,Influencer,2025-04-07,36.01
ACQ-1065,CUST-0412,CMP-2025-04,Meta Ads,2025-10-21,25.87
ACQ-1066,CUST-0560,CMP-2025-05,SMS,2025-12-24,33.91
ACQ-1067,CUST-0508,CMP-2025-05,Meta Retargeting,2025-12-25,20.64
ACQ-1068,CUST-0932,CMP-2025-05,SMS,2025-12-04,36.33
ACQ-1069,CUST-0533,CMP-2025-02,Influencer,2025-03-05,30.32
ACQ-1070,CUST-0785,CMP-2025-01,Google Search,2025-02-05,25.72
ACQ-1071,CUST-0940,CMP-2025-01,Social Organic,2025-09-06,31.66
ACQ-1072,CUST-0677,CMP-2025-02,Influencer,2025-03-22,31.44
ACQ-1073,CUST-0769,CMP-2025-01,Social Organic,2025-06-20,28.3
ACQ-1074,CUST-0513,CMP-2025-01,Meta Ads,2025-01-16,21.78
ACQ-1075,CUST-0770,CMP-2025-01,Google Search,2025-01-24,21.87
ACQ-1076,CUST-1041,CMP-2025-03,Pinterest,2025-06-13,26.14
ACQ-1077,CUST-0004,CMP-2025-01,Organic Search,2025-01-05,23.6
ACQ-1078,CUST-0310,CMP-2025-02,Influencer,2025-04-04,38.31
ACQ-1079,CUST-0703,CMP-2025-01,LinkedIn,2025-01-12,38.49
ACQ-1080,CUST-0584,CMP-2025-04,Google Shopping,2025-10-02,20.99
ACQ-1081,CUST-0012,CMP-2025-03,Pinterest,2025-06-01,33.86
ACQ-1082,CUST-0476,CMP-2025-03,Email Marketing,2025-05-19,28.55
ACQ-1083,CUST-1090,CMP-2025-05,SMS,2025-12-24,35.78
ACQ-1084,CUST-0951,CMP-2025-01,LinkedIn,2025-02-12,27.66
ACQ-1085,CUST-0176,CMP-2025-01,Meta Ads,2025-01-13,26.66
ACQ-1086,CUST-0537,CMP-2025-03,Pinterest,2025-05-27,33.17
ACQ-1087,CUST-0029,CMP-2025-01,Google Search,2025-01-10,36.26
ACQ-1088,CUST-0480,CMP-2025-01,Organic Search,2025-12-03,30.24
