attribution_id,order_id,campaign_id,touchpoint_channel,touchpoint_type,attributed_revenue,attribution_weight,confidence_score
ATTR-02093,ORD-02093,CMP-2025-01,Google Search,Last Click,1163.81,1.0,0.95
ATTR-02094,ORD-02094,CMP-2025-02,Instagram Reels,Last Click,153.58,1.0,0.95
ATTR-02095,ORD-02095,CMP-2025-01,Google Search,Last Click,668.3,1.0,0.95
ATTR-02096,ORD-02096,CMP-2025-03,Pinterest,Last Click,339.23,1.0,0.95
ATTR-02097,ORD-02097,CMP-ORGANIC,Organic Search,Direct,235.44,0.8,0.85
ATTR-02098,ORD-02098,CMP-2025-04,Meta Ads,Last Click,365.47,1.0,0.95
ATTR-02099,ORD-02099,CMP-2025-02,TikTok,Last Click,378.43,1.0,0.95
ATTR-02100,ORD-02100,CMP-2025-05,SMS,Last Click,517.54,1.0,0.95
ATTR-02101,ORD-02101,CMP-2025-02,TikTok,Last Click,93.65,1.0,0.95
ATTR-02102,ORD-02102,CMP-2025-04,Meta Ads,Last Click,49.8,1.0,0.95
ATTR-02103,ORD-02103,CMP-2025-04,YouTube Video Ads,Last Click,143.64,1.0,0.95
ATTR-02104,ORD-02104,CMP-ORGANIC,Email Newsletter,Direct,49.8,0.8,0.85
ATTR-02105,ORD-02105,CMP-2025-03,Pinterest,Last Click,484.06,1.0,0.95
ATTR-02106,ORD-02106,CMP-2025-02,TikTok,Last Click,54.34,1.0,0.95
ATTR-02107,ORD-02107,CMP-2025-05,SMS,Last Click,107.26,1.0,0.95
ATTR-02108,ORD-02108,CMP-2025-05,SMS,Last Click,46.02,1.0,0.95
ATTR-02109,ORD-02109,CMP-2025-03,Instagram,Last Click,37.06,1.0,0.95
ATTR-02110,ORD-02110,CMP-ORGANIC,Organic Search,Direct,139.32,0.8,0.85
ATTR-02111,ORD-02111,CMP-2025-01,Google Search,Last Click,71.62,1.0,0.95
ATTR-02112,ORD-02112,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-02113,ORD-02113,CMP-ORGANIC,Social Organic,Direct,321.84,0.8,0.85
ATTR-02114,ORD-02114,CMP-2025-01,LinkedIn,Last Click,107.14,1.0,0.95
ATTR-02115,ORD-02115,CMP-2025-03,Pinterest,Last Click,93.7,1.0,0.95
ATTR-02116,ORD-02116,CMP-ORGANIC,Social Organic,Direct,49.8,0.8,0.85
ATTR-02117,ORD-02117,CMP-2025-01,Meta Ads,Last Click,160.92,1.0,0.95
ATTR-02118,ORD-02118,CMP-2025-04,YouTube Video Ads,Last Click,46.02,1.0,0.95
ATTR-02119,ORD-02119,CMP-ORGANIC,Email Newsletter,Direct,64.92,0.8,0.85
ATTR-02120,ORD-02120,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-02121,ORD-02121,CMP-2025-04,Meta Ads,Last Click,549.88,1.0,0.95
ATTR-02122,ORD-02122,CMP-2025-04,Google Shopping,Last Click,56.98,1.0,0.95
ATTR-02123,ORD-02123,CMP-ORGANIC,Direct Traffic,Direct,116.64,0.8,0.85
ATTR-02124,ORD-02124,CMP-2025-04,YouTube Video Ads,Last Click,235.93,1.0,0.95
ATTR-02125,ORD-02125,CMP-2025-05,Google Remarketing,Last Click,66.16,1.0,0.95
ATTR-02126,ORD-02126,CMP-2025-05,Google Remarketing,Last Click,149.04,1.0,0.95
ATTR-02127,ORD-02127,CMP-2025-05,Google Remarketing,Last Click,301.54,1.0,0.95
ATTR-02128,ORD-02128,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-02129,ORD-02129,CMP-2025-03,Pinterest,Last Click,93.31,1.0,0.95
ATTR-02130,ORD-02130,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-02131,ORD-02131,CMP-2025-05,Meta Retargeting,Last Click,88.9,1.0,0.95
ATTR-02132,ORD-02132,CMP-2025-01,Meta Ads,Last Click,786.24,1.0,0.95
ATTR-02133,ORD-02133,CMP-2025-01,Google Search,Last Click,86.52,1.0,0.95
ATTR-02134,ORD-02134,CMP-2025-01,Google Search,Last Click,139.32,1.0,0.95
ATTR-02135,ORD-02135,CMP-2025-02,Instagram Reels,Last Click,88.9,1.0,0.95
ATTR-02136,ORD-02136,CMP-ORGANIC,Email Newsletter,Direct,806.76,0.8,0.85
ATTR-02137,ORD-02137,CMP-2025-03,Pinterest,Last Click,98.51,1.0,0.95
ATTR-02138,ORD-02138,CMP-2025-04,Meta Ads,Last Click,97.32,1.0,0.95
ATTR-02139,ORD-02139,CMP-2025-04,YouTube Video Ads,Last Click,549.88,1.0,0.95
ATTR-02140,ORD-02140,CMP-ORGANIC,Organic Search,Direct,817.56,0.8,0.85
ATTR-02141,ORD-02141,CMP-2025-05,Google Remarketing,Last Click,56.98,1.0,0.95
ATTR-02142,ORD-02142,CMP-2025-01,LinkedIn,Last Click,62.98,1.0,0.95
ATTR-02143,ORD-02143,CMP-2025-01,LinkedIn,Last Click,144.83,1.0,0.95
ATTR-02144,ORD-02144,CMP-ORGANIC,Social Organic,Direct,64.92,0.8,0.85
ATTR-02145,ORD-02145,CMP-2025-05,Meta Retargeting,Last Click,93.7,1.0,0.95
ATTR-02146,ORD-02146,CMP-ORGANIC,Social Organic,Direct,1293.84,0.8,0.85
ATTR-02147,ORD-02147,CMP-2025-01,Google Search,Last Click,80.26,1.0,0.95
ATTR-02148,ORD-02148,CMP-2025-04,Meta Ads,Last Click,300.24,1.0,0.95
ATTR-02149,ORD-02149,CMP-ORGANIC,Social Organic,Direct,288.36,0.8,0.85
ATTR-02150,ORD-02150,CMP-2025-01,Meta Ads,Last Click,46.02,1.0,0.95
ATTR-02151,ORD-02151,CMP-2025-02,Influencer,Last Click,158.76,1.0,0.95
ATTR-02152,ORD-02152,CMP-ORGANIC,Social Organic,Direct,170.64,0.8,0.85
ATTR-02153,ORD-02153,CMP-ORGANIC,Organic Search,Direct,414.72,0.8,0.85
ATTR-02154,ORD-02154,CMP-2025-03,Email Marketing,Last Click,376.92,1.0,0.95
ATTR-02155,ORD-02155,CMP-ORGANIC,Organic Search,Direct,86.52,0.8,0.85
ATTR-02156,ORD-02156,CMP-ORGANIC,Email Newsletter,Direct,408.24,0.8,0.85
ATTR-02157,ORD-02157,CMP-2025-05,Google Remarketing,Last Click,170.64,1.0,0.95
ATTR-02158,ORD-02158,CMP-2025-03,Email Marketing,Last Click,104.98,1.0,0.95
ATTR-02159,ORD-02159,CMP-ORGANIC,Organic Search,Direct,160.92,0.8,0.85
ATTR-02160,ORD-02160,CMP-2025-02,Influencer,Last Click,80.26,1.0,0.95
ATTR-02161,ORD-02161,CMP-2025-02,Influencer,Last Click,118.42,1.0,0.95
ATTR-02162,ORD-02162,CMP-2025-04,Meta Ads,Last Click,42.24,1.0,0.95
ATTR-02163,ORD-02163,CMP-2025-04,YouTube Video Ads,Last Click,477.36,1.0,0.95
ATTR-02164,ORD-02164,CMP-ORGANIC,Email Newsletter,Direct,108.12,0.8,0.85
ATTR-02165,ORD-02165,CMP-2025-04,YouTube Video Ads,Last Click,216.76,1.0,0.95
ATTR-02166,ORD-02166,CMP-ORGANIC,Organic Search,Direct,97.32,0.8,0.85
ATTR-02167,ORD-02167,CMP-ORGANIC,Direct Traffic,Direct,86.52,0.8,0.85
ATTR-02168,ORD-02168,CMP-2025-03,Instagram,Last Click,84.52,1.0,0.95
ATTR-02169,ORD-02169,CMP-ORGANIC,Organic Search,Direct,646.92,0.8,0.85
ATTR-02170,ORD-02170,CMP-2025-03,Instagram,Last Click,376.92,1.0,0.95
ATTR-02171,ORD-02171,CMP-2025-04,YouTube Video Ads,Last Click,255.96,1.0,0.95
ATTR-02172,ORD-02172,CMP-2025-02,Instagram Reels,Last Click,473.04,1.0,0.95
ATTR-02173,ORD-02173,CMP-ORGANIC,Email Newsletter,Direct,86.52,0.8,0.85
ATTR-02174,ORD-02174,CMP-2025-04,YouTube Video Ads,Last Click,727.06,1.0,0.95
ATTR-02175,ORD-02175,CMP-2025-04,YouTube Video Ads,Last Click,368.93,1.0,0.95
ATTR-02176,ORD-02176,CMP-ORGANIC,Social Organic,Direct,255.96,0.8,0.85
ATTR-02177,ORD-02177,CMP-2025-03,Instagram,Last Click,59.63,1.0,0.95
ATTR-02178,ORD-02178,CMP-ORGANIC,Direct Traffic,Direct,86.52,0.8,0.85
ATTR-02179,ORD-02179,CMP-2025-02,TikTok,Last Click,81.12,1.0,0.95
ATTR-02180,ORD-02180,CMP-2025-02,Instagram Reels,Last Click,54.34,1.0,0.95
ATTR-02181,ORD-02181,CMP-2025-03,Email Marketing,Last Click,125.39,1.0,0.95
ATTR-02182,ORD-02182,CMP-2025-04,YouTube Video Ads,Last Click,107.04,1.0,0.95
ATTR-02183,ORD-02183,CMP-2025-01,Google Search,Last Click,339.23,1.0,0.95
ATTR-02184,ORD-02184,CMP-2025-01,Google Search,Last Click,451.44,1.0,0.95
ATTR-02185,ORD-02185,CMP-2025-04,Google Shopping,Last Click,80.26,1.0,0.95
ATTR-02186,ORD-02186,CMP-2025-04,Meta Ads,Last Click,80.26,1.0,0.95
ATTR-02187,ORD-02187,CMP-ORGANIC,Social Organic,Direct,192.24,0.8,0.85
ATTR-02188,ORD-02188,CMP-ORGANIC,Email Newsletter,Direct,376.92,0.8,0.85
ATTR-02189,ORD-02189,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-02190,ORD-02190,CMP-ORGANIC,Social Organic,Direct,414.72,0.8,0.85
ATTR-02191,ORD-02191,CMP-ORGANIC,Email Newsletter,Direct,117.84,0.8,0.85
ATTR-02192,ORD-02192,CMP-2025-05,SMS,Last Click,88.9,1.0,0.95
ATTR-02193,ORD-02193,CMP-2025-01,Meta Ads,Last Click,136.78,1.0,0.95
ATTR-02194,ORD-02194,CMP-2025-04,Google Shopping,Last Click,678.46,1.0,0.95
ATTR-02195,ORD-02195,CMP-2025-03,Pinterest,Last Click,577.15,1.0,0.95
ATTR-02196,ORD-02196,CMP-ORGANIC,Organic Search,Direct,75.72,0.8,0.85
ATTR-02197,ORD-02197,CMP-2025-05,Meta Retargeting,Last Click,74.21,1.0,0.95
ATTR-02198,ORD-02198,CMP-2025-05,SMS,Last Click,202.18,1.0,0.95
ATTR-02199,ORD-02199,CMP-2025-01,Google Search,Last Click,139.32,1.0,0.95
ATTR-02200,ORD-02200,CMP-2025-04,Google Shopping,Last Click,98.51,1.0,0.95
ATTR-02201,ORD-02201,CMP-2025-03,Pinterest,Last Click,234.36,1.0,0.95
ATTR-02202,ORD-02202,CMP-2025-04,Meta Ads,Last Click,1345.68,1.0,0.95
ATTR-02203,ORD-02203,CMP-ORGANIC,Direct Traffic,Direct,186.84,0.8,0.85
ATTR-02204,ORD-02204,CMP-ORGANIC,Social Organic,Direct,81.12,0.8,0.85
ATTR-02205,ORD-02205,CMP-2025-05,SMS,Last Click,378.43,1.0,0.95
ATTR-02206,ORD-02206,CMP-2025-02,Instagram Reels,Last Click,66.16,1.0,0.95
ATTR-02207,ORD-02207,CMP-2025-05,Meta Retargeting,Last Click,828.36,1.0,0.95
ATTR-02208,ORD-02208,CMP-2025-05,SMS,Last Click,71.62,1.0,0.95
ATTR-02209,ORD-02209,CMP-2025-05,Google Remarketing,Last Click,646.92,1.0,0.95
ATTR-02210,ORD-02210,CMP-2025-01,LinkedIn,Last Click,259.52,1.0,0.95
ATTR-02211,ORD-02211,CMP-2025-05,Meta Retargeting,Last Click,263.47,1.0,0.95
ATTR-02212,ORD-02212,CMP-ORGANIC,Organic Search,Direct,75.72,0.8,0.85
ATTR-02213,ORD-02213,CMP-2025-05,SMS,Last Click,75.72,1.0,0.95
ATTR-02214,ORD-02214,CMP-2025-01,Meta Ads,Last Click,202.18,1.0,0.95
ATTR-02215,ORD-02215,CMP-2025-04,Google Shopping,Last Click,217.57,1.0,0.95
ATTR-02216,ORD-02216,CMP-ORGANIC,Direct Traffic,Direct,75.72,0.8,0.85
ATTR-02217,ORD-02217,CMP-2025-03,Pinterest,Last Click,69.35,1.0,0.95
ATTR-02218,ORD-02218,CMP-ORGANIC,Email Newsletter,Direct,139.32,0.8,0.85
ATTR-02219,ORD-02219,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-02220,ORD-02220,CMP-2025-03,Email Marketing,Last Click,210.92,1.0,0.95
ATTR-02221,ORD-02221,CMP-2025-04,Google Shopping,Last Click,62.98,1.0,0.95
ATTR-02222,ORD-02222,CMP-ORGANIC,Email Newsletter,Direct,159.84,0.8,0.85
ATTR-02223,ORD-02223,CMP-2025-03,Email Marketing,Last Click,437.89,1.0,0.95
ATTR-02224,ORD-02224,CMP-ORGANIC,Organic Search,Direct,235.44,0.8,0.85
ATTR-02225,ORD-02225,CMP-2025-05,SMS,Last Click,54.34,1.0,0.95
ATTR-02226,ORD-02226,CMP-ORGANIC,Social Organic,Direct,646.92,0.8,0.85
ATTR-02227,ORD-02227,CMP-2025-01,Meta Ads,Last Click,38.62,1.0,0.95
ATTR-02228,ORD-02228,CMP-2025-02,TikTok,Last Click,139.32,1.0,0.95
ATTR-02229,ORD-02229,CMP-ORGANIC,Direct Traffic,Direct,1293.84,0.8,0.85
ATTR-02230,ORD-02230,CMP-2025-01,Meta Ads,Last Click,659.02,1.0,0.95
ATTR-02231,ORD-02231,CMP-2025-02,Influencer,Last Click,93.7,1.0,0.95
ATTR-02232,ORD-02232,CMP-2025-04,Google Shopping,Last Click,1212.08,1.0,0.95
ATTR-02233,ORD-02233,CMP-2025-05,Meta Retargeting,Last Click,549.88,1.0,0.95
ATTR-02234,ORD-02234,CMP-2025-01,LinkedIn,Last Click,646.92,1.0,0.95
ATTR-02235,ORD-02235,CMP-2025-03,Pinterest,Last Click,46.02,1.0,0.95
ATTR-02236,ORD-02236,CMP-ORGANIC,Organic Search,Direct,192.24,0.8,0.85
ATTR-02237,ORD-02237,CMP-ORGANIC,Email Newsletter,Direct,192.24,0.8,0.85
ATTR-02238,ORD-02238,CMP-ORGANIC,Direct Traffic,Direct,160.92,0.8,0.85
ATTR-02239,ORD-02239,CMP-ORGANIC,Social Organic,Direct,75.72,0.8,0.85
ATTR-02240,ORD-02240,CMP-2025-05,SMS,Last Click,64.92,1.0,0.95
ATTR-02241,ORD-02241,CMP-2025-02,Instagram Reels,Last Click,84.52,1.0,0.95
ATTR-02242,ORD-02242,CMP-2025-02,Instagram Reels,Last Click,756.0,1.0,0.95
ATTR-02243,ORD-02243,CMP-2025-01,LinkedIn,Last Click,549.88,1.0,0.95
ATTR-02244,ORD-02244,CMP-2025-04,YouTube Video Ads,Last Click,124.42,1.0,0.95
ATTR-02245,ORD-02245,CMP-2025-05,Meta Retargeting,Last Click,97.32,1.0,0.95
ATTR-02246,ORD-02246,CMP-ORGANIC,Email Newsletter,Direct,646.92,0.8,0.85
ATTR-02247,ORD-02247,CMP-2025-04,YouTube Video Ads,Last Click,230.69,1.0,0.95
ATTR-02248,ORD-02248,CMP-ORGANIC,Social Organic,Direct,752.76,0.8,0.85
ATTR-02249,ORD-02249,CMP-2025-02,Instagram Reels,Last Click,84.52,1.0,0.95
ATTR-02250,ORD-02250,CMP-2025-05,SMS,Last Click,108.12,1.0,0.95
ATTR-02251,ORD-02251,CMP-2025-05,Meta Retargeting,Last Click,88.79,1.0,0.95
ATTR-02252,ORD-02252,CMP-2025-04,Meta Ads,Last Click,97.32,1.0,0.95
ATTR-02253,ORD-02253,CMP-2025-01,Google Search,Last Click,320.38,1.0,0.95
ATTR-02254,ORD-02254,CMP-2025-03,Email Marketing,Last Click,43.32,1.0,0.95
ATTR-02255,ORD-02255,CMP-ORGANIC,Organic Search,Direct,376.92,0.8,0.85
ATTR-02256,ORD-02256,CMP-2025-01,LinkedIn,Last Click,66.16,1.0,0.95
ATTR-02257,ORD-02257,CMP-ORGANIC,Email Newsletter,Direct,201.96,0.8,0.85
ATTR-02258,ORD-02258,CMP-2025-03,Instagram,Last Click,301.54,1.0,0.95
ATTR-02259,ORD-02259,CMP-ORGANIC,Direct Traffic,Direct,149.04,0.8,0.85
ATTR-02260,ORD-02260,CMP-ORGANIC,Social Organic,Direct,97.32,0.8,0.85
ATTR-02261,ORD-02261,CMP-2025-05,SMS,Last Click,704.11,1.0,0.95
ATTR-02262,ORD-02262,CMP-2025-05,Meta Retargeting,Last Click,622.4,1.0,0.95
ATTR-02263,ORD-02263,CMP-ORGANIC,Organic Search,Direct,160.92,0.8,0.85
ATTR-02264,ORD-02264,CMP-2025-03,Email Marketing,Last Click,118.42,1.0,0.95
ATTR-02265,ORD-02265,CMP-ORGANIC,Direct Traffic,Direct,43.32,0.8,0.85
ATTR-02266,ORD-02266,CMP-2025-02,Instagram Reels,Last Click,80.26,1.0,0.95
ATTR-02267,ORD-02267,CMP-ORGANIC,Direct Traffic,Direct,64.92,0.8,0.85
ATTR-02268,ORD-02268,CMP-2025-02,Influencer,Last Click,159.84,1.0,0.95
ATTR-02269,ORD-02269,CMP-2025-03,Email Marketing,Last Click,75.34,1.0,0.95
ATTR-02270,ORD-02270,CMP-2025-04,Google Shopping,Last Click,443.23,1.0,0.95
ATTR-02271,ORD-02271,CMP-2025-03,Instagram,Last Click,1035.07,1.0,0.95
ATTR-02272,ORD-02272,CMP-2025-05,Google Remarketing,Last Click,289.66,1.0,0.95
ATTR-02273,ORD-02273,CMP-2025-04,Meta Ads,Last Click,210.92,1.0,0.95
ATTR-02274,ORD-02274,CMP-2025-01,Google Search,Last Click,180.85,1.0,0.95
ATTR-02275,ORD-02275,CMP-ORGANIC,Email Newsletter,Direct,282.96,0.8,0.85
ATTR-02276,ORD-02276,CMP-2025-01,LinkedIn,Last Click,64.92,1.0,0.95
ATTR-02277,ORD-02277,CMP-2025-01,Meta Ads,Last Click,136.51,1.0,0.95
ATTR-02278,ORD-02278,CMP-2025-02,Influencer,Last Click,88.9,1.0,0.95
ATTR-02279,ORD-02279,CMP-ORGANIC,Direct Traffic,Direct,102.72,0.8,0.85
ATTR-02280,ORD-02280,CMP-ORGANIC,Organic Search,Direct,97.32,0.8,0.85
ATTR-02281,ORD-02281,CMP-2025-01,Google Search,Last Click,160.92,1.0,0.95
ATTR-02282,ORD-02282,CMP-2025-02,Influencer,Last Click,153.79,1.0,0.95
ATTR-02283,ORD-02283,CMP-2025-01,Meta Ads,Last Click,114.7,1.0,0.95
ATTR-02284,ORD-02284,CMP-2025-05,Google Remarketing,Last Click,465.43,1.0,0.95
ATTR-02285,ORD-02285,CMP-ORGANIC,Social Organic,Direct,376.92,0.8,0.85
ATTR-02286,ORD-02286,CMP-ORGANIC,Social Organic,Direct,160.92,0.8,0.85
ATTR-02287,ORD-02287,CMP-2025-01,LinkedIn,Last Click,42.24,1.0,0.95
ATTR-02288,ORD-02288,CMP-2025-04,YouTube Video Ads,Last Click,301.54,1.0,0.95
ATTR-02289,ORD-02289,CMP-ORGANIC,Direct Traffic,Direct,43.32,0.8,0.85
ATTR-02290,ORD-02290,CMP-2025-03,Pinterest,Last Click,84.52,1.0,0.95
ATTR-02291,ORD-02291,CMP-2025-03,Email Marketing,Last Click,44.13,1.0,0.95
ATTR-02292,ORD-02292,CMP-ORGANIC,Organic Search,Direct,384.48,0.8,0.85
ATTR-02293,ORD-02293,CMP-2025-01,Meta Ads,Last Click,144.83,1.0,0.95
ATTR-02294,ORD-02294,CMP-2025-04,Meta Ads,Last Click,66.16,1.0,0.95
ATTR-02295,ORD-02295,CMP-ORGANIC,Organic Search,Direct,86.52,0.8,0.85
ATTR-02296,ORD-02296,CMP-ORGANIC,Direct Traffic,Direct,86.52,0.8,0.85
ATTR-02297,ORD-02297,CMP-2025-03,Email Marketing,Last Click,145.15,1.0,0.95
ATTR-02298,ORD-02298,CMP-2025-01,Google Search,Last Click,54.34,1.0,0.95
ATTR-02299,ORD-02299,CMP-2025-03,Pinterest,Last Click,250.78,1.0,0.95
ATTR-02300,ORD-02300,CMP-2025-04,Google Shopping,Last Click,79.07,1.0,0.95
ATTR-02301,ORD-02301,CMP-2025-02,Influencer,Last Click,86.52,1.0,0.95
ATTR-02302,ORD-02302,CMP-2025-02,Influencer,Last Click,145.04,1.0,0.95
ATTR-02303,ORD-02303,CMP-ORGANIC,Organic Search,Direct,170.64,0.8,0.85
ATTR-02304,ORD-02304,CMP-2025-05,Google Remarketing,Last Click,349.92,1.0,0.95
ATTR-02305,ORD-02305,CMP-2025-04,YouTube Video Ads,Last Click,235.44,1.0,0.95
ATTR-02306,ORD-02306,CMP-2025-05,Google Remarketing,Last Click,97.32,1.0,0.95
ATTR-02307,ORD-02307,CMP-2025-04,Google Shopping,Last Click,139.32,1.0,0.95
ATTR-02308,ORD-02308,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-02309,ORD-02309,CMP-ORGANIC,Direct Traffic,Direct,646.92,0.8,0.85
ATTR-02310,ORD-02310,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-02311,ORD-02311,CMP-2025-05,Google Remarketing,Last Click,201.2,1.0,0.95
ATTR-02312,ORD-02312,CMP-2025-02,TikTok,Last Click,98.51,1.0,0.95
ATTR-02313,ORD-02313,CMP-2025-03,Instagram,Last Click,88.9,1.0,0.95
ATTR-02314,ORD-02314,CMP-2025-01,Meta Ads,Last Click,80.26,1.0,0.95
ATTR-02315,ORD-02315,CMP-ORGANIC,Email Newsletter,Direct,75.72,0.8,0.85
ATTR-02316,ORD-02316,CMP-2025-03,Instagram,Last Click,208.44,1.0,0.95
ATTR-02317,ORD-02317,CMP-2025-03,Instagram,Last Click,37.06,1.0,0.95
ATTR-02318,ORD-02318,CMP-ORGANIC,Direct Traffic,Direct,352.08,0.8,0.85
ATTR-02319,ORD-02319,CMP-2025-03,Email Marketing,Last Click,221.18,1.0,0.95
ATTR-02320,ORD-02320,CMP-2025-01,Google Search,Last Click,339.23,1.0,0.95
ATTR-02321,ORD-02321,CMP-2025-02,Instagram Reels,Last Click,84.52,1.0,0.95
ATTR-02322,ORD-02322,CMP-2025-02,TikTok,Last Click,414.72,1.0,0.95
ATTR-02323,ORD-02323,CMP-2025-05,Google Remarketing,Last Click,88.79,1.0,0.95
ATTR-02324,ORD-02324,CMP-2025-02,Instagram Reels,Last Click,159.84,1.0,0.95
ATTR-02325,ORD-02325,CMP-2025-05,Google Remarketing,Last Click,153.58,1.0,0.95
ATTR-02326,ORD-02326,CMP-ORGANIC,Social Organic,Direct,376.92,0.8,0.85
ATTR-02327,ORD-02327,CMP-ORGANIC,Direct Traffic,Direct,123.12,0.8,0.85
ATTR-02328,ORD-02328,CMP-2025-05,Google Remarketing,Last Click,97.32,1.0,0.95
ATTR-02329,ORD-02329,CMP-ORGANIC,Direct Traffic,Direct,64.92,0.8,0.85
ATTR-02330,ORD-02330,CMP-2025-03,Email Marketing,Last Click,43.32,1.0,0.95
ATTR-02331,ORD-02331,CMP-2025-04,Google Shopping,Last Click,86.52,1.0,0.95
ATTR-02332,ORD-02332,CMP-2025-03,Instagram,Last Click,163.4,1.0,0.95
ATTR-02333,ORD-02333,CMP-2025-04,Google Shopping,Last Click,86.52,1.0,0.95
ATTR-02334,ORD-02334,CMP-2025-03,Pinterest,Last Click,339.23,1.0,0.95
ATTR-02335,ORD-02335,CMP-2025-02,Instagram Reels,Last Click,429.84,1.0,0.95
ATTR-02336,ORD-02336,CMP-2025-05,Meta Retargeting,Last Click,376.92,1.0,0.95
ATTR-02337,ORD-02337,CMP-2025-04,Meta Ads,Last Click,291.17,1.0,0.95
ATTR-02338,ORD-02338,CMP-ORGANIC,Organic Search,Direct,224.64,0.8,0.85
ATTR-02339,ORD-02339,CMP-2025-03,Pinterest,Last Click,179.71,1.0,0.95
ATTR-02340,ORD-02340,CMP-2025-03,Email Marketing,Last Click,110.81,1.0,0.95
ATTR-02341,ORD-02341,CMP-2025-01,Google Search,Last Click,54.34,1.0,0.95
ATTR-02342,ORD-02342,CMP-ORGANIC,Direct Traffic,Direct,97.32,0.8,0.85
ATTR-02343,ORD-02343,CMP-ORGANIC,Email Newsletter,Direct,43.32,0.8,0.85
ATTR-02344,ORD-02344,CMP-ORGANIC,Email Newsletter,Direct,127.44,0.8,0.85
ATTR-02345,ORD-02345,CMP-2025-05,SMS,Last Click,110.81,1.0,0.95
ATTR-02346,ORD-02346,CMP-2025-05,Meta Retargeting,Last Click,160.92,1.0,0.95
ATTR-02347,ORD-02347,CMP-2025-04,YouTube Video Ads,Last Click,128.74,1.0,0.95
ATTR-02348,ORD-02348,CMP-2025-05,SMS,Last Click,97.32,1.0,0.95
ATTR-02349,ORD-02349,CMP-2025-02,Influencer,Last Click,111.46,1.0,0.95
ATTR-02350,ORD-02350,CMP-2025-03,Email Marketing,Last Click,646.27,1.0,0.95
ATTR-02351,ORD-02351,CMP-2025-01,LinkedIn,Last Click,153.58,1.0,0.95
ATTR-02352,ORD-02352,CMP-ORGANIC,Direct Traffic,Direct,160.92,0.8,0.85
ATTR-02353,ORD-02353,CMP-2025-01,Google Search,Last Click,170.64,1.0,0.95
ATTR-02354,ORD-02354,CMP-2025-03,Email Marketing,Last Click,44.13,1.0,0.95
ATTR-02355,ORD-02355,CMP-ORGANIC,Email Newsletter,Direct,462.24,0.8,0.85
ATTR-02356,ORD-02356,CMP-2025-02,Instagram Reels,Last Click,108.12,1.0,0.95
ATTR-02357,ORD-02357,CMP-2025-04,YouTube Video Ads,Last Click,66.16,1.0,0.95
ATTR-02358,ORD-02358,CMP-2025-02,Influencer,Last Click,98.29,1.0,0.95
ATTR-02359,ORD-02359,CMP-2025-01,Google Search,Last Click,604.04,1.0,0.95
ATTR-02360,ORD-02360,CMP-2025-03,Pinterest,Last Click,86.52,1.0,0.95
ATTR-02361,ORD-02361,CMP-ORGANIC,Social Organic,Direct,64.92,0.8,0.85
ATTR-02362,ORD-02362,CMP-2025-03,Pinterest,Last Click,646.92,1.0,0.95
ATTR-02363,ORD-02363,CMP-2025-05,SMS,Last Click,173.02,1.0,0.95
ATTR-02364,ORD-02364,CMP-2025-03,Email Marketing,Last Click,331.78,1.0,0.95
ATTR-02365,ORD-02365,CMP-ORGANIC,Social Organic,Direct,49.8,0.8,0.85
ATTR-02366,ORD-02366,CMP-2025-02,Instagram Reels,Last Click,191.16,1.0,0.95
ATTR-02367,ORD-02367,CMP-ORGANIC,Social Organic,Direct,246.24,0.8,0.85
ATTR-02368,ORD-02368,CMP-2025-01,LinkedIn,Last Click,86.52,1.0,0.95
ATTR-02369,ORD-02369,CMP-ORGANIC,Organic Search,Direct,786.24,0.8,0.85
ATTR-02370,ORD-02370,CMP-2025-01,LinkedIn,Last Click,125.39,1.0,0.95
ATTR-02371,ORD-02371,CMP-2025-01,Meta Ads,Last Click,44.13,1.0,0.95
ATTR-02372,ORD-02372,CMP-2025-05,SMS,Last Click,86.52,1.0,0.95
ATTR-02373,ORD-02373,CMP-ORGANIC,Organic Search,Direct,49.8,0.8,0.85
ATTR-02374,ORD-02374,CMP-2025-01,Google Search,Last Click,301.54,1.0,0.95
ATTR-02375,ORD-02375,CMP-2025-04,Meta Ads,Last Click,99.14,1.0,0.95
ATTR-02376,ORD-02376,CMP-ORGANIC,Direct Traffic,Direct,170.64,0.8,0.85
ATTR-02377,ORD-02377,CMP-2025-02,Influencer,Last Click,376.92,1.0,0.95
ATTR-02378,ORD-02378,CMP-ORGANIC,Email Newsletter,Direct,330.48,0.8,0.85
ATTR-02379,ORD-02379,CMP-2025-01,LinkedIn,Last Click,75.72,1.0,0.95
ATTR-02380,ORD-02380,CMP-2025-05,Google Remarketing,Last Click,37.06,1.0,0.95
ATTR-02381,ORD-02381,CMP-2025-03,Pinterest,Last Click,75.72,1.0,0.95
